CoAgYear|ProjectID|SubprojectID|DateReceived|ReceiveNo|AmountReceivedUSD|ExchangeRate|AmountReceivedTHB|Gain|ChequeReceived|Remark|_datecreated|_usercreated|_dateupdated|_userupdated
1|PrEP2START-SL|SL-BATS|20161026|2|-172.26|34.8300|-6000.00||10170905|CARE Compensation ก.ย.59|20170202|prep2start-sl-bats|20170202|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161027|2|-43.06|34.8300|-1500.00||10170917|ค่าบัตรเติมเงิน ก.ย.-พ.ย.59|20170202|prep2start-sl-bats|20170202|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161031|3|-172.26|34.8300|-6000.00||10170913|CARE Compensation ต.ค.59|20170202|prep2start-sl-bats|20170202|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161124|7|-5498.13|34.8300|-191500.00||10175241|โอนเงิน BR #1|20170206|prep2start-sl-bats|20170206|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161124|8|-7120.29|34.8300|-248000.00||10175242|โอนเงิน KK #1|20170206|prep2start-sl-bats|20170206|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161124|9|-6234.56|34.8300|-217150.00||10175243|โอนเงิน UD #1|20170206|prep2start-sl-bats|20170206|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161130|2|-172.26|34.8300|-6000.00||10175248|CARE Compensation พ.ย.59|20170206|prep2start-sl-bats|20170206|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161228|8|126145.43|35.7600|4510960.45||10172165|Drawdown No. 2 ($126,145.43 = 4,510,960.45)|20170206|prep2start-sl-bats|20170208|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20161230|2|-172.26|34.8300|-6000.00||10175266|CARE Compensation ธ.ค.59|20170206|prep2start-sl-bats|20170206|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170110|1|-564.16|34.8300|-19650.00||10175281|นิเทศการเงิน UD-care 11-13 ม.ค 60|20170207|prep2start-sl-bats|20170207|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170126|2|-12004.46|35.7600|-429279.75||10175283|โอนเงิน UD #2|20170207|prep2start-sl-bats|20170207|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170126|4|-6800.00|35.7600|-243168.00||10175284|โอนเงิน KK #2|20170207|prep2start-sl-bats|20170207|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170131|2|-172.26|34.8300|-6000.00||10175291|CARE Compensation ม.ค.60|20170207|prep2start-sl-bats|20170207|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170220|3|-775.19|34.8300|-27000.00||10175299|CARE ประชุม case manager for referral (staff)|20170302|prep2start-sl-bats|20170302|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170228|2|-172.26|34.8300|-6000.00||10175304|CARE Compensation ก.พ. 60|20170302|prep2start-sl-bats|20170302|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170301|3|-11.19|34.8300|-390.00||10175310|CARE ประชุม case manager for referral (staff) (เบิกเพิ่ม)|20170407|prep2start-sl-bats|20170407|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170315|2|-2418.89|34.8300|-84250.00||10175315|CARE ประชุมทบทวนความรู้ที่เกี่ยวข้องกับการติดเชื้อ HIVฯ 16-17 มี.ค. (BMA)|20170407|prep2start-sl-bats|20170407|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170324|2|-16058.00|35.7600|-574234.08||10175322|โอนเงิน KK #3|20170407|prep2start-sl-bats|20170407|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170331|2|-172.26|34.8300|-6000.00||10175328|CARE Compensation มี.ค.60|20170407|prep2start-sl-bats|20170407|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170419|2|-389.32|35.7600|-13922.00||10175335|CARE ประชุมติดตามการดำเนินงานเพื่อการส่งต่อและการดูแลรักษา 21 เม.ย.60|20170517|prep2start-sl-bats|20170517|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170421|2|-13760.00|35.7600|-492057.60||10175337|โอนเงิน UD #3|20170517|prep2start-sl-bats|20170517|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170424|1|-1076.00|35.7600|-38478.00||10175338|CARE นิเทศ KK&UD  25-28 เม.ย.60|20170602|prep2start-sl-bats|20170602|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170428|1|-167.79|35.7600|-6000.00||10206484|CARE Compensation เม.ย.60|20170517|prep2start-sl-bats|20170517|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170503|9|62000.00|34.2788|2125285.60||10181832|Drawdown No. 3|20170602|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170525|1|-964.76|35.7600|-34500.00||10206499|CARE นิเทศCARE napprogram 29-31 พค KK|20170602|prep2start-sl-bats|20170602|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170525|2|-41.95|35.7600|-1500.00||10206500|CARE ค่าบัตรเติมเงิน ธ.ค 59 - ก.พ.60|20170602|prep2start-sl-bats|20170602|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170531|1|-41.95|35.7600|-1500.00||10206505|CARE ค่าบัตรเติมเงิน มี.ค - พ.ค 60|20170602|prep2start-sl-bats|20170602|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170531|3|-167.78|35.7600|-6000.00||10206509|CARE Compensation พ.ค 60|20170602|prep2start-sl-bats|20170602|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170612|1|-222.59|35.7600|-7960.00||10206517|CAREเบิกเงินเพิ่ม นิเทศCARE napprogram 29-31 พค KK|20170905|prep2start-sl-bats|20170905|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170623|1|-855.98|35.7600|-30610.00||10206518|CARE การติดตามข้อมูลการตรวจเอชไอวี 27 มิ.ย KK|20170905|prep2start-sl-bats|20170905|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170630|1|-167.78|35.7600|-6000.00||10206522|CARE Compensation มิ.ย 60|20170905|prep2start-sl-bats|20170905|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170731|1|-167.78|35.7600|-6000.00||10206540|CARE Compensation ก.ค 60|20170905|prep2start-sl-bats|20170905|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170807|1|22000.00|33.7900|743380.00||10181865|Drawdown No. 4|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170808|1|-6844.30|35.7600|-244752.00||10206545|CARE ประชุมเชิงปฏิบัติการฯ รูปแบบการให้บริการยาต้านไวรัสโดยไม่คำนึงถึงระดับซีดี 4 และการบริหารจัดการเคส 9-11 สค 60|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170811|1|-4304.05|35.7600|-153912.65||10206549|โอนเงิน UD #4|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170811|2|-6448.49|35.7600|-230597.92||10206550|โอนเงิน KK #4|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170811|5|-1635.47|35.7600|-58484.23||10206552|โอนเงิน BR #4|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170817|1|-41.95|35.7600|-1500.00||10206547|CARE ค่าบัตรเติมเงิน มิ.ย - ส.ค 60|20170906|prep2start-sl-bats|20170906|prep2start-sl-bats
1|PrEP2START-SL|SL-BATS|20170831|2|-167.78|35.7600|-6000.00||10206557|CARE Compensation ส.ค 60|20170906||20170906|
1|PrEP2START-SL|SL-BR|20161124|1|5498.13|34.8300|191500.00||10175241|Drawdown no. 1|20170206|prep2start-sl-br|20170206|prep2start-sl-br
1|PrEP2START-SL|SL-BR|20170811|2|1635.46|35.7600|58484.23||10206552|Drawdown no. 2|20170904|prep2start-sl-br|20170904|prep2start-sl-br
1|PrEP2START-SL|SL-Care|20161025|1|172.26|34.8300|6000.00||10170905|CARE Compensation ก.ย.59|20170202|prep2start-sl-care|20170202|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20161027|1|43.06|34.8300|1500.00||10170918|ค่าบัตรเติมเงิน ก.ย.-พ.ย.59|20170202|prep2start-sl-care|20170202|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20161031|1|172.26|34.8300|6000.00||10170913|CARE Compensation ต.ค.59|20170202|prep2start-sl-care|20170202|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20161130|2|172.26|34.8300|6000.00||10175248|CARE Compensation พ.ย.59|20170206|prep2start-sl-care|20170206|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20161230|2|172.26|34.8300|6000.00||10175266|CARE Compensation ธ.ค.59|20170206|prep2start-sl-care|20170206|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170110|1|564.16|34.8300|19650.00||10175281|นิเทศการเงิน UD-care 11-13 ม.ค 60|20170207|prep2start-sl-care|20170207|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170131|2|172.26|34.8300|6000.00||10175291|CARE Compensation ม.ค.60|20170207|prep2start-sl-care|20170207|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170220|1|775.19|34.8300|27000.00||10175299|ประชุม case manager for referral (staff)|20170302|prep2start-sl-care|20170302|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170228|2|172.26|34.8300|6000.00||10175304|CARE Compensation ก.พ.60|20170302|prep2start-sl-care|20170302|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170301|2|11.19|34.8300|390.00||10175310|ประชุม case manager for referral (staff) (เบิกเพิ่ม)|20170407|prep2start-sl-care|20170407|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170315|1|2418.89|34.8300|84250.00||10175315|ประชุมทบทวนความรู้ที่เกี่ยวข้องกับการติดเชื้อ HIVฯ 16-17 มี.ค. (BMA)|20170407|prep2start-sl-care|20170407|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170331|2|172.26|34.8300|6000.00||10175328|CARE Compensation มี.ค.60|20170407|prep2start-sl-care|20170407|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170419|1|389.32|35.7600|13922.00||10175335|ประชุมติดตามการดำเนินงานเพื่อการส่งต่อและการดูแลรักษา 21 เม.ย.60|20170517|prep2start-sl-care|20170517|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170424|2|1076.00|35.7600|38478.00||10175338|นิเทศ KK&UD  25-28 เม.ย.60|20170602|prep2start-sl-care|20170602|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170428|2|167.79|35.7600|6000.00||10206484|CARE Compensation เม.ย.60|20170517|prep2start-sl-care|20170517|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170525|1|964.76|35.7600|34500.00||10206499|นิเทศCARE napprogram 29-31 พค KK|20170602|prep2start-sl-care|20170602|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170525|3|41.94|35.7600|1500.00||10206500|ค่าบัตรเติมเงิน ธ.ค 59 - ก.พ.60|20170602|prep2start-sl-care|20170602|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170531|2|41.94|35.7600|1500.00||10206505|ค่าบัตรเติมเงิน มี.ค - พ.ค 60|20170602|prep2start-sl-care|20170602|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170531|3|167.78|35.7600|6000.00||10206509|Compensation พ.ค 60|20170602|prep2start-sl-care|20170602|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170612|2|222.59|35.7600|7960.00||10206517|เบิกเงินเพิ่ม นิเทศCARE napprogram 29-31 พค KK|20170714|prep2start-sl-care|20170714|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170623|1|855.98|35.7600|30610.00||10206518|การติดตามข้อมูลการตรวจเอชไอวี 27 มิ.ย KK|20170714|prep2start-sl-care|20170714|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170630|1|167.78|35.7600|6000.00||10206522|Compensation มิ.ย 60|20170714|prep2start-sl-care|20170714|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170731|2|167.78|35.7600|6000.00||10206540|Compensation ก.ค 60|20170802|prep2start-sl-care|20170802|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170808|2|6844.30|35.7600|244752.00||10206545|ประชุมเชิงปฏิบัติการฯ รูปแบบการให้บริการยาต้านไวรัสโดยไม่คำนึงถึงระดับซีดี 4 และการบริหารจัดการเคส 9-11 สค 60|20170906|prep2start-sl-care|20170906|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170817|2|41.94|35.7600|1500.00||10206547|ค่าบัตรเติมเงิน มิ.ย - ส.ค 60|20170906|prep2start-sl-care|20170906|prep2start-sl-care
1|PrEP2START-SL|SL-Care|20170831|2|167.78|35.7600|6000.00||10206557|Compensation ส.ค 60|20170906|prep2start-sl-care|20170906|prep2start-sl-care
1|PrEP2START-SL|SL-KK|20161124|1|7120.29|34.8300|248000.00||10175242|Drawdown no. 1|20170206|prep2start-sl-kk|20170206|prep2start-sl-kk
1|PrEP2START-SL|SL-KK|20170126|2|6981.56|34.8300|243168.00||10175284|Drawdown no. 2|20170207|prep2start-sl-kk|20170207|prep2start-sl-kk
1|PrEP2START-SL|SL-KK|20170324|2|16058.00|35.7600|574234.08||10175322|Drawdown no. 3|20170514|prep2start-sl-kk|20170514|prep2start-sl-kk
1|PrEP2START-SL|SL-KK|20170811|2|6450.00|35.7600|230597.92||10206550|Drawdown no. 4|20170907|prep2start-sl-kk|20170907|prep2start-sl-kk
1|PrEP2START-SL|SL-UD|20161124|1|6234.56|34.8300|217150.00||10175243|Drawdown no. 1|20170206|prep2start-sl-ud|20170206|prep2start-sl-ud
1|PrEP2START-SL|SL-UD|20170126|2|12325.00|34.8300|429279.75||10175283|Drawdown no. 2|20170207|prep2start-sl-ud|20170207|prep2start-sl-ud
1|PrEP2START-SL|SL-UD|20170421|2|13760.00|35.7600|492057.60||10175337|Drawdown no. 3|20170517|prep2start-sl-ud|20170517|prep2start-sl-ud
1|PrEP2START-SL|SL-UD|20170811|1|4304.05|35.7600|153912.65||10206549|Drawdown no. 4|20170907|prep2start-sl-ud|20170907|prep2start-sl-ud
1|PrEP2START-SL|SU|20161025|2|30559.63|34.8300|1064392.00||10170107,10172117|1st Cheque =10170107 (1,039,027.50 Baht), 2nd Cheque 10172117 (25,364.50 Baht)|20170206|prep2start-su|20170206|prep2start-su
1|PrEP2START-SL|SU|20161228|2|48981.37|35.7600|1751573.71||10172166||20170206|prep2start-su|20170601|prep2start-su
1|PrEP2START-SL|SU|20170428|2|37000.00|34.2788|1268315.60||10181833|#Exchange rate 34.2788 Baht/USD|20170504|prep2start-su|20170523|prep2start-su
1|PrEP2START-SL|SU|20170707|1|5697.53|33.7900|192519.54||10181866|#Exchange rate 33.79 Baht/USD|20170719|prep2start-su|20170719|prep2start-su
1|SI|DTU|20161108|10|7761.18|34.8300|270321.78||10172145,10172146|รับเงินจากสนย. งวดที่ 1 (Rate 34+0.83) = 263,880+6,441.78|20170112|si-dtu|20170208|si-dtu
1|SI|DTU|20170111|1|16147.82|35.7600|577446.17||10172146|รับเงินจากสนย. งวดที่ 2 (Rate 34+1.76) = 549,026+28,420.17|20170112|si-dtu|20170711|si-dtu
1|SI|DTU|20170428|3|14500.00|34.2788|497042.60||10181836|รับเงินจากสนย. งวดที่ 3 (เงินงวด 3+ รับจากสนย.170000)|20170711|si-dtu|20170711|si-dtu
1|SI|DTU|20170726|1|5396.88|33.7900|182360.58||10181887|รับเงินจาก สนย. งวดที่ 4|20170827|si-dtu|20170827|si-dtu
1|SI|MIS|20161025|1|14090.73|34.8300|490780.10||10172141,10172142|Cheque No.10172141 (EX rate34)=479,084.80 B,Cheque No.10172142 (ส่วนต่าง 0.83)=11,695.30 B|20170207|si-mis|20170207|si-mis
1|SI|MIS|20161228|2|36780.27|35.7600|1315262.48||10172168|(EX rate34)=1,250,529.20 B, (ส่วนต่าง 1.76)=64,733.28 B|20170207|si-mis|20170207|si-mis
1|SI|MIS|20170428|2|20000.00|34.2788|685576.00||10181835|EX rate=34.2788|20170613||20170613|
1|SI|MIS|20170707|1|3112.06|33.7900|105156.50||10181868||20170810|si-mis|20170810|si-mis
1|SI|SUR|20161025|11|28105.88|34.8300|978927.88||10170109|รับเงินจาก สนย. งวดที่ 1 (Rate 34 + 0.83) = 955,600+23,327.88  (ลทช.10170109 / 10172119)|20170112|SI-SUR|20170911|SI-SUR
1|SI|SUR|20161228|7|89227.12|35.7600|3190761.73||10172170|รับเงินจาก สนย. งวดที่ 2 (Rate 34 + 1.76) = 3,033,722+157,039.73 = 3,190,761.73|20170112|SI-SUR|20170126|SI-SUR
1|SI|SUR|20170428|1|18000.00|34.2788|617018.40||10181837|รับเงินจาก สนย. งวดที่ 3 (Rate 34.28 ) = 617,018.40|20170613|SI-SUR|20170613|SI-SUR
1|SI|SUR|20170707|2|5196.41|33.7900|175586.69||10181869|รับเงินจาก สนย. งวดที่ 4  (Rate 33.79 ) =  175,586.69|20170718|si-sur|20170808|SI-SUR
